label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
left_one,0.0,0.0,0.0,0.14116045832633972,-0.18359602987766266,0.027565643191337585,0.19623856246471405,-0.35596948862075806,0.0046678525395691395,0.2533198595046997,-0.47634682059288025,-0.037153374403715134,0.300456166267395,-0.5786250233650208,-0.07950995117425919,0.02904374711215496,-0.569460928440094,-0.01709306240081787,0.06324327737092972,-0.7532293200492859,-0.06138799339532852,0.0759599506855011,-0.8846944570541382,-0.08956591784954071,0.08382952958345413,-0.9900704622268677,-0.11284119635820389,-0.003587912768125534,-0.5243014097213745,-0.07298783957958221,0.22095328569412231,-0.5866289734840393,-0.14526167511940002,0.24863673746585846,-0.440338671207428,-0.1534765511751175,0.21497032046318054,-0.3611881732940674,-0.1472562849521637,-0.003412367543205619,-0.4404940903186798,-0.1274426430463791,0.2179974466562271,-0.4909285008907318,-0.19197678565979004,0.22491709887981415,-0.3610575795173645,-0.15965574979782104,0.1833423227071762,-0.29804545640945435,-0.12719914317131042,0.02326732873916626,-0.3419748544692993,-0.18168814480304718,0.17922291159629822,-0.412662148475647,-0.2174770087003708,0.204164519906044,-0.3344458043575287,-0.1865113377571106,0.19105741381645203,-0.2820434272289276,-0.15766459703445435
left_one,0.0,0.0,0.0,0.14609090983867645,-0.19460399448871613,0.03994971886277199,0.19713194668293,-0.3732348680496216,0.028182897716760635,0.2457665205001831,-0.49098989367485046,-0.006234907545149326,0.28841346502304077,-0.5985619425773621,-0.040935538709163666,0.025349335744976997,-0.5740775465965271,0.007375797722488642,0.0800853744149208,-0.7581514120101929,-0.02963286265730858,0.09273411333560944,-0.8820114731788635,-0.05340275913476944,0.09730836004018784,-0.992486298084259,-0.07417529821395874,-0.008625485934317112,-0.543138861656189,-0.053341545164585114,0.20378892123699188,-0.6209286451339722,-0.12239234894514084,0.23631148040294647,-0.4708312153816223,-0.13112853467464447,0.2111179530620575,-0.37564003467559814,-0.1241341158747673,-0.011962621472775936,-0.47649651765823364,-0.11281009763479233,0.20167326927185059,-0.5455060601234436,-0.17619256675243378,0.22317369282245636,-0.4064353108406067,-0.14688636362552643,0.19245150685310364,-0.3237610161304474,-0.11382412165403366,0.014674657955765724,-0.3921258747577667,-0.17139822244644165,0.16632547974586487,-0.49252280592918396,-0.20788617432117462,0.2057138979434967,-0.41354629397392273,-0.17976824939250946,0.20468373596668243,-0.3418971002101898,-0.1511828899383545
left_one,0.0,0.0,0.0,0.14482080936431885,-0.1940094381570816,0.020440788939595222,0.19211609661579132,-0.3633260130882263,0.006089785136282444,0.23228062689304352,-0.486318975687027,-0.029496271163225174,0.26717668771743774,-0.6127628684043884,-0.06243094801902771,-0.008507324382662773,-0.5647293329238892,0.031806252896785736,0.03076752834022045,-0.7482026219367981,-0.010282636620104313,0.0395788736641407,-0.8787659406661987,-0.040201593190431595,0.040734972804784775,-0.9971484541893005,-0.06352701783180237,-0.04417261481285095,-0.5481792092323303,-0.016372112557291985,0.1671985387802124,-0.6345914602279663,-0.10412511974573135,0.2142060101032257,-0.48072507977485657,-0.12664639949798584,0.19299434125423431,-0.37891483306884766,-0.12018003314733505,-0.048059020191431046,-0.5049741864204407,-0.06703896075487137,0.16386723518371582,-0.5738472938537598,-0.1443571299314499,0.1948084682226181,-0.4266996383666992,-0.12527579069137573,0.16787999868392944,-0.3375680148601532,-0.09052948653697968,-0.025781329721212387,-0.4491223394870758,-0.1181180328130722,0.14154182374477386,-0.5187655687332153,-0.1574624478816986,0.16754953563213348,-0.41939330101013184,-0.13314101099967957,0.14188934862613678,-0.3500445485115051,-0.10281099379062653
left_one,0.0,0.0,0.0,0.11914055049419403,-0.17322540283203125,0.004216528031975031,0.17776328325271606,-0.3503918945789337,-0.01371209230273962,0.22034534811973572,-0.4870191514492035,-0.050336264073848724,0.2298169583082199,-0.6216994524002075,-0.08408863097429276,0.005268930457532406,-0.5607680082321167,0.02000247873365879,0.014477573335170746,-0.7553905844688416,-0.02555694244801998,0.01819450408220291,-0.8866625428199768,-0.05401774123311043,0.013984018005430698,-0.9972522854804993,-0.07274800539016724,-0.048025231808423996,-0.5480718612670898,-0.019682958722114563,0.12903207540512085,-0.6522040367126465,-0.10680946707725525,0.19293665885925293,-0.49579057097435,-0.12581343948841095,0.1829041838645935,-0.3820610046386719,-0.11491250991821289,-0.08191177994012833,-0.5127166509628296,-0.06424608826637268,0.10192553699016571,-0.5936611890792847,-0.1492823362350464,0.14981430768966675,-0.442674458026886,-0.13213367760181427,0.13361789286136627,-0.3360917270183563,-0.09379587322473526,-0.09880674630403519,-0.4610613286495209,-0.10992179811000824,0.04654333367943764,-0.5555837750434875,-0.16186508536338806,0.10514593869447708,-0.4647248089313507,-0.14122070372104645,0.11041437089443207,-0.37882742285728455,-0.10786385089159012
left_one,0.0,0.0,0.0,0.15505270659923553,-0.2027168869972229,0.03378444164991379,0.19599762558937073,-0.3748200833797455,0.024893905967473984,0.23966267704963684,-0.5011471509933472,-0.007223919034004211,0.275492399930954,-0.6030035614967346,-0.03725140169262886,-0.013750515878200531,-0.5682874917984009,0.029402125626802444,0.032762642949819565,-0.7517821788787842,-0.004459172021597624,0.050743985921144485,-0.8821037411689758,-0.030963853001594543,0.06516671925783157,-0.996449887752533,-0.05330182611942291,-0.03505600616335869,-0.5475239753723145,-0.023975539952516556,0.19666410982608795,-0.6188024282455444,-0.09781088680028915,0.23545347154140472,-0.4615495502948761,-0.11413584649562836,0.2145475149154663,-0.35714438557624817,-0.10792747139930725,-0.016335710883140564,-0.499512255191803,-0.07744383066892624,0.21040277183055878,-0.5523115396499634,-0.14090031385421753,0.23113250732421875,-0.4072381556034088,-0.1172938272356987,0.2034328430891037,-0.3116723597049713,-0.08451229333877563,0.02838757634162903,-0.44311752915382385,-0.1310780644416809,0.19899913668632507,-0.5228525996208191,-0.15945081412792206,0.2288682609796524,-0.436391144990921,-0.13194046914577484,0.22316940128803253,-0.36501389741897583,-0.10287701338529587
left_one,0.0,0.0,0.0,0.11697836965322495,-0.12114790827035904,-0.0441531278192997,0.17642797529697418,-0.29804617166519165,-0.06812821328639984,0.16944554448127747,-0.4527900218963623,-0.0989275723695755,0.12251032143831253,-0.5770843625068665,-0.12869946658611298,0.1046004369854927,-0.488691508769989,-0.03116028755903244,0.11055511981248856,-0.7280035018920898,-0.07788599282503128,0.10568323731422424,-0.8659536242485046,-0.10028088837862015,0.09719403088092804,-0.9887441992759705,-0.11374595761299133,0.02790847234427929,-0.4717208743095398,-0.04101772606372833,0.07407749444246292,-0.5904339551925659,-0.13303536176681519,0.100030317902565,-0.41741806268692017,-0.15002024173736572,0.09739354997873306,-0.28276801109313965,-0.13785436749458313,-0.048047613352537155,-0.4391390383243561,-0.05729632452130318,-0.0029797919560223818,-0.5686161518096924,-0.146204873919487,0.0316055491566658,-0.4056280851364136,-0.12241383641958237,0.03151460364460945,-0.2677809000015259,-0.07957656681537628,-0.1284700483083725,-0.39125630259513855,-0.07795941829681396,-0.09808729588985443,-0.5491911172866821,-0.1346575766801834,-0.05875512957572937,-0.4742971956729889,-0.1121688261628151,-0.05025462806224823,-0.37450066208839417,-0.07892314344644547
left_one,0.0,0.0,0.0,-0.06689514964818954,-0.18901871144771576,0.014480861835181713,-0.052018873393535614,-0.3725487291812897,0.0033817130606621504,0.020457737147808075,-0.479028582572937,-0.011855905875563622,0.1022414118051529,-0.5046072006225586,-0.028643904253840446,-0.03341636806726456,-0.4728657305240631,-0.052459344267845154,-0.013415367342531681,-0.7279525399208069,-0.07883104681968689,0.0005888259038329124,-0.8794154524803162,-0.08572252839803696,0.0072737038135528564,-0.9960260987281799,-0.0887644812464714,0.06431795656681061,-0.44035962224006653,-0.06995226442813873,0.12324278801679611,-0.5858885049819946,-0.1003408133983612,0.10222717374563217,-0.5089459419250488,-0.08779788017272949,0.0703824907541275,-0.4257557690143585,-0.07072491943836212,0.1537124216556549,-0.38294216990470886,-0.08142119646072388,0.18567030131816864,-0.5021436810493469,-0.1003163680434227,0.16472221910953522,-0.4408358931541443,-0.07081037759780884,0.1385977864265442,-0.3753998577594757,-0.04509143903851509,0.22903361916542053,-0.3256683647632599,-0.09041264653205872,0.23592449724674225,-0.4468843638896942,-0.08192647993564606,0.21479244530200958,-0.40017271041870117,-0.04275590553879738,0.19695214927196503,-0.35011133551597595,-0.01170768216252327
left_one,0.0,0.0,0.0,-0.07172510772943497,-0.20029683411121368,0.008797342889010906,-0.05383867025375366,-0.4030812382698059,0.008637814782559872,0.019634677097201347,-0.5325659513473511,0.011311597190797329,0.0957803800702095,-0.5672810673713684,0.013464772142469883,0.01209309697151184,-0.4587365686893463,-0.06240953877568245,0.04257254675030708,-0.7276836633682251,-0.08713342249393463,0.06352310627698898,-0.8780204057693481,-0.09069021046161652,0.0802193209528923,-0.9927523136138916,-0.089486263692379,0.11770163476467133,-0.41648346185684204,-0.06507744640111923,0.14064370095729828,-0.6057543754577637,-0.08243931084871292,0.09736815094947815,-0.557665228843689,-0.05658469349145889,0.06586086750030518,-0.4749176502227783,-0.030638396739959717,0.19849537312984467,-0.3519687056541443,-0.06244755536317825,0.1894305944442749,-0.496725469827652,-0.07701313495635986,0.15408797562122345,-0.46076270937919617,-0.051860127598047256,0.1359758824110031,-0.39203694462776184,-0.028228145092725754,0.26130789518356323,-0.2895059287548065,-0.056581612676382065,0.25089412927627563,-0.42084741592407227,-0.05234479904174805,0.21693295240402222,-0.397807240486145,-0.02353067323565483,0.19949224591255188,-0.33987927436828613,0.0010709385387599468
left_one,0.0,0.0,0.0,-0.09237734228372574,-0.1698388308286667,0.03349031135439873,-0.11906901001930237,-0.33212217688560486,0.03986727446317673,-0.09447181224822998,-0.44142869114875793,0.04137526825070381,-0.07598504424095154,-0.48456379771232605,0.039424363523721695,-0.03355761989951134,-0.5122973322868347,-0.03144679591059685,-0.00936498586088419,-0.7569910883903503,-0.03757309168577194,0.011736072599887848,-0.8938900828361511,-0.03359723836183548,0.02935726009309292,-0.9991123676300049,-0.030207974836230278,0.06919076293706894,-0.49208372831344604,-0.045050427317619324,0.12111342698335648,-0.6048134565353394,-0.03495454788208008,0.0938020572066307,-0.5269950032234192,-0.0031811075750738382,0.06292930245399475,-0.44842779636383057,0.017522485926747322,0.15408523380756378,-0.4290901720523834,-0.0514041967689991,0.18233734369277954,-0.5145974159240723,-0.040169164538383484,0.159586101770401,-0.4604267477989197,-0.010827435180544853,0.13388870656490326,-0.3930678367614746,0.005279391538351774,0.21829178929328918,-0.36368104815483093,-0.05372178182005882,0.24230284988880157,-0.45979824662208557,-0.03575881943106651,0.2231384813785553,-0.4239593744277954,-0.0027549578808248043,0.1983242928981781,-0.36803367733955383,0.020981891080737114
left_one,0.0,0.0,0.0,0.09302283823490143,-0.14071506261825562,-0.039640069007873535,0.13216383755207062,-0.3249719440937042,-0.06190463900566101,0.1263132095336914,-0.47420358657836914,-0.09251812100410461,0.08611341565847397,-0.5912483334541321,-0.12249896675348282,0.04790397360920906,-0.5025482177734375,-0.02700711414217949,0.06866727769374847,-0.7340839505195618,-0.0788576602935791,0.08517517894506454,-0.8664908409118652,-0.10490487515926361,0.0904180034995079,-0.9887279272079468,-0.11933930218219757,-0.023903250694274902,-0.4769352972507477,-0.040617890655994415,0.019072089344263077,-0.6134539246559143,-0.13423508405685425,0.05681009218096733,-0.4343426525592804,-0.14916390180587769,0.06065909191966057,-0.2948101758956909,-0.13410983979701996,-0.09715841710567474,-0.4332377314567566,-0.06131083890795708,-0.048691194504499435,-0.5721248388290405,-0.15485027432441711,-0.0036818557418882847,-0.39975428581237793,-0.12886065244674683,0.0028806524351239204,-0.2575332522392273,-0.08184313774108887,-0.1743064969778061,-0.36995574831962585,-0.08578389137983322,-0.1447051763534546,-0.5277082920074463,-0.14421507716178894,-0.10023072361946106,-0.45796912908554077,-0.11910562217235565,-0.08732345700263977,-0.3643810451030731,-0.0827014222741127
